id,name,website,industry,numberOfRatings,squareLogo,overallRating,ratingDescription,cultureAndValuesRating,seniorLeadershipRating,compensationAndBenefitsRating,careerOpportunitiesRating,workLifeBalanceRating,recommendToFriendRating,featuredReview:id,featuredReview:reviewDateTime,featuredReview:jobTitle,featuredReview:location,featuredReview:headline,featuredReview:pros,featuredReview:cons,featuredReview:overallNumeric,ceo:name,ceo:title,ceo:numberOfRatings,ceo:pctApprove,ceo:pctDisapprove
925516,"Aetna Plywood",www.aetna.org,Wholesale,2,,2,Dissatisfied,1.5,1.0,2.5,1.0,4.0,0.5,5473031,"2014-12-03 06:52:37.113","Outside Sales Representative","Chicago; IL","Territory Salesmen","Great package upon hiring.  Very nice employees; and very knowledgeable","Very out of Touch with technology.",3,--,--,--,--,--
273006,"Aetna Forwarding",www.aetnaforwarding.com,"Health; Beauty; & Fitness",1,,1,"Very Dissatisfied",1.0,1.0,1.0,1.0,1.0,0.0,5423569,"2014-11-22 05:31:50.2",Employee,,"Family business without any possible personal growth.","Small company; no corporate; good employees.","Ridiculous salaries; distant location; family oriented company; no personal growth; humiliating treatment; no future.",1,--,--,--,--,--
373497,ASM,www.asm-aetna.com,"Health Care Services & Hospitals",40,https://media.glassdoor.com/sqll/373497/asm-squarelogo-1424087565916.png,3.5,Satisfied,3.2,3.0,3.2,3.2,3.3,0.7,8983119,"2015-12-22 12:47:25.78",EMT,,"EMT- Aetna EMS (Sister company of ASM)","-Aetna is Union while ASM is not. Because of this Aetna has better scheduling. Typically schedules at Aetna are 12 hours and you work either a beginning of the week (Sunday; Monday Tuesday) or end of the week (Thursday; Friday; Saturday). Weeks usually rotate the Wednesday; so week 1 you will work 48hrs (Sun; Mon; Tues; Wed) and week two you work 36 (Sun Mon Tues).     -Aetna also pays for all necessary training and refreshers.   -Bi-Yearly uniform vouchers  -Holiday Pay  -Hourly rate is based on time in certification (not necessarily at the company. For example if you have 5 years experience anywhere you would come in at the top step of 20.33/hr after your 6 month probation.   -Most of the employees are good people and they look out for each other.  -If you are assigned a scheduled transfer they typically give you a 30+ minute window to get there. So you know it is 3pm now and I have to be at Hartford Hospital for 345. Knowing this you can plan your lunch/coffee etc in that time without having to be worried about being assigned to another call.","-Management treats EMT's like they are disposable because they know that being one of the highest paid services in the state they have a line of applicants. They will run you into the ground with 10+ calls in a 12 hour shift at times.   -Working on a BLS ambulance essentially makes you a transfer truck.",4,"Wayne Wright","President & CEO",12,93,7
784929,"Aetna Integrated Services",www.aetnais.com,"Building & Personnel Services",9,https://media.glassdoor.com/sqll/784929/aetna-integrated-services-squarelogo-1449836922590.png,2.1,Dissatisfied,1.4,1.5,2.1,1.7,2.5,0.2,8061406,"2015-09-24 06:11:37.643",Employee,"Columbus; OH","Great place to work","better than working at walmart  good opportunities to get extra money with referring a friend  i loved the point system to shop online","i wish we had direct deposit and be able to switch job locations to earn more money",4,"Paul Greenland","President & Owner",2,53,47
1019125,"Aetna Better Health",www.aetnabetterhealth.com,,4,,2.7,OK,2.0,2.0,3.3,2.3,3.3,0.5,8138341,"2015-09-30 19:20:22.86",Employee,,"Nice people who deserve more supportive services.","The best reason for working at Aetna are the large number of really cool people.   They make a genuine effort.","The drawback of working at Aetna is that they are going through multiple changes and it is causing confusion.",3,--,--,--,--,--
760006,"Aetna Corp",www.aetnalighting.com,Construction,4,https://media.glassdoor.com/sqll/760006/aetna-corp-squarelogo-1424872560236.png,3.6,Satisfied,3.9,3.4,3.1,3.1,3.9,0.8,8738735,"2015-11-24 10:30:46.157",Employee,"Cambridge; MA","Excellent company - very flexible","Great family owned company.  They are flexible to the needs of a working parent. If you work hard you get treated well. There are many long-time dedicated employees who are there to help guide and train new employees. The owner is very involved in all areas of the company and wants each employee to succeed.","Fast paced environment is not for everyone. Although there is free parking; the commute is difficult.",5,--,--,--,--,--
184112,"Aetna Hose; Hook and Ladder Company",www.aetnahhl.org,"Municipal Governments",1,,3,OK,2.0,0.0,0.0,0.0,0.0,0.0,6979379,"2015-06-22 03:06:32.943","Customer Service Representative","Newark; DE",review,"Great place to work at","No job complaints at all",3,--,--,--,--,--
1018635,"Aetna Specialty pharmacy",www.aetna.com,,1,,2,Dissatisfied,1.0,1.0,1.0,1.0,2.0,0.0,8457356,"2015-10-28 05:20:21.503","Patient Service Representative","Orlando; FL","Patient Care Coordinator PCC/PSR","Work weekdays; clean workspace;security entrances.","High call volume...lack of communication between departments...Management create unnecessary roles and task function to process pharmacy claims. Turn around time for shipment of medications is not 24 to 48 hours; as promised to members. No potential in growth. It's not about what you know. It's about who you blow.",2,--,--,--,--,--
190880,"Mount Aetna Rescue Fire Company 1",www.mtaetna.com,"Municipal Governments",0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--

161,"Coca-Cola Company",www.coca-colacompany.com,"Food & Beverage Manufacturing",2351,https://media.glassdoor.com/sqll/161/coca-cola-refreshments-squarelogo.png,3.3,OK,3.3,2.7,3.4,3.1,3.1,0.7,8986312,"2015-12-22 21:59:26.557","Part Time Merchandiser","Detroit; MI","Awsome Job; Really hard work.","Paid Mileage; Competitive starting pay; Raises; Union; Future growth; Benefits. I like it because its something new everyday and I get to work by myself 99.99% of the time. You make a lot of friends with the other vendors and fellow employees.","Puts a lot of miles on your car. Hard work. Work load varies depending on stores and time of year. People come into Merchandising for Coca-Cola after working at a retail chain thinking its easy and you do less work for more money only to be shocked its more work. The backroom employees and some managers are super rude and treat you like your dumb or in their way. Also you may need to search the store to find equipment to use to work only to find out there is none available (very common).",5,"Muhtar Kent","Chairman & CEO",762,67,33
26798,"Coca-Cola Tennessee",www.coca-cola.com,Wholesale,3,,2.4,Dissatisfied,1.7,2.1,4.5,2.2,3.0,0.5,3982318,"2014-04-01 14:29:31.34","Account Manager","Memphis; TN","Micro managed","Benefits; nothing else because company is so poorly run.","Management passes the buck! Poor training skills. By the time your learn the managers change training guides.  No work life balance; people are lying if they are happy about this.",1,"Terry Ford","General Manager",2,42,58
970450,"Coca-cola Ghana",www.eccbc.com,,2,,3,OK,4.0,1.0,1.0,3.0,3.0,0.0,6122007,"2015-03-15 14:43:23.873",Employee,,Supervisor.,"good co workers and colleagues. Immediate supervisors are good as well.","very very low salary. Directors only think of themselves and that all.",3,--,--,--,--,--
236922,"Cleveland Coca-Cola",www.clevelandcocacola.com,Wholesale,1,,3,OK,3.0,3.0,3.0,3.0,2.0,0.0,4298396,"2014-05-28 06:40:38.487",Employee,,"A learning experience.","The company provided valuable training from outside sources. Good bonus structure. Accessibility of front office staff.","Long hours and expensive benefits take away from compensation.",3,--,--,--,--,--
1272,"Coca-Cola Bottling Consolidated",www.cokeconsolidated.com,Wholesale,202,https://media.glassdoor.com/sqll/1272/coca-cola-bottling-consolidated-squarelogo-1418939283822.png,3.2,OK,3.5,2.9,3.5,3.0,2.9,0.6,9025202,"2015-12-29 11:30:49.737",Employee,"Charlotte; NC","Inside Sales /Customer service","Great company; opportunity for growth; positive and motivating managers. CCBCC is a true and devoted Christian company. Very generous to its employees. I am very happy to be part of a Great company.","No Cons.   You work hard; you do your job... it  is your duty.",5,"J. Frank Harrison III","Chairman and CEO",106,82,18
10550,"Coca-Cola HBC",www.coca-colahellenic.com,Wholesale,63,https://media.glassdoor.com/sqll/10550/coca-cola-hbc-squarelogo.png,3.8,Satisfied,4.1,3.5,3.4,3.5,2.9,0.8,6235467,"2015-03-31 18:16:19.823","Marketingmanager Channel Marketing","Zürich (Switzerland)","Man muss Schweizerdeutsch können.","Sehr freundliche Mitarbeiter; entspanntes Arbeitsklima.","Irgendwie ein „Old Economy""-Unternehmen mit schrumpfenden Lizenzen. Bedenken Sie das; wenn Sie in einer Firma arbeiten wollen; die wächst.",4,"Dimitris Lois",CEO,24,75,25
6636,"Coke United",www.cocacolaunited.com,Wholesale,37,https://media.glassdoor.com/sqll/6636/coke-united-squarelogo.png,2.5,OK,2.7,2.0,2.7,2.2,2.3,0.5,8847176,"2015-12-07 11:51:23.813","Delivery Driver","Billings; MT",Decent...,"Getting paid for 8 hours no matter how many hours you work. working mostly alone; Outdoors all day","Very lazy boss; none to minimum job increase; doing your bosses work for him; sometimes over 8 hour days",3,"Claude B. Nielsen","Chairman and CEO",14,63,37
16782,"Great Plains Coca-Cola",www.greatplainscocacola.com,Wholesale,14,https://media.glassdoor.com/sqll/16782/great-plains-coca-cola-squarelogo.png,3.3,OK,3.4,2.9,3.1,3.4,3.3,0.6,7954489,"2015-09-15 07:42:50.22",Employee,"Springdale; AR",Merchandiser,"Some Good Experience Nice Team Leader","Lots of Business  Wear and Tear on Auto",4,"Bob Browne","Chairman and CEO",7,59,41
714735,"Viking Coca-Cola",www.vikingcocacola.com,"Food & Beverage Manufacturing",4,,2.8,OK,2.3,2.8,2.0,3.0,3.2,0.5,5948992,"2015-02-18 20:24:44.467",Employee,,"Everyone has a fun time.","Very fun environment; everyone knows what they are doing; benefits are good.","No benefits for the first 90 days",5,"Michael Faber",CEO,3,64,36
712469,"Sacramento Coca-Cola",www.saccoke.com,"Food & Beverage Manufacturing",3,,2.4,Dissatisfied,2.8,2.5,3.8,3.0,3.4,0.4,3220578,"2013-10-23 10:35:28.543","District Manager","Sacramento; CA","Great; very fulfilling.","Awesome co workers; good pay and benefits.","Lay offs due to restructuring.",4,"Rob Siebers","President & CEO",1,0,100

404,"Lockheed Martin",www.lockheedmartin.com,"Aerospace & Defense",3541,https://media.glassdoor.com/sqll/404/lockheed-martin-squarelogo.png,3.6,Satisfied,3.4,3.0,3.5,3.3,3.6,0.7,9055120,"2016-01-02 20:46:20.4",Employee,"Kaneohe; HI","Awesome innovative company to work for .","As an employee you are encouraged to think outside the box.","Management looks out for management when the ax falls; and leave employees feeling pretty anxious.",5,"Marillyn Hewson","President & COO",1010,85,15
294952,"QTC Management",www.qtcm.com,"Health Care Services & Hospitals",74,https://media.glassdoor.com/sqll/294952/qtc-management-squarelogo-1427929352861.png,2.4,Dissatisfied,2.5,2.4,2.8,2.7,2.4,0.4,9012728,"2015-12-28 06:21:23.06",Employee,,"Positive Outlook","New CEO and COO are putting the focus back on employees. They have implemented a number of things in 2015 to assist employees in growing professionally as well as financially.","Managers and Supervisors needs to be more involved with the decisions that directly impact their teams. Metrics needs to be more transparent and clear.",4,"Grant Kim",CEO,14,83,17

97,"Best Buy",www.bestbuy.com,,9691,https://media.glassdoor.com/sqll/97/best-buy-squarelogo.png,3.5,Satisfied,3.5,3.1,3.2,3.1,3.2,0.7,6952024,"2015-06-18 18:45:55.47","Sales Associate","Akron; OH","Best Job I've Ever Had","I have an amazing team that worked with me every step of the way! The manager hired really great people. During the holidays I received a large pay check! Best Buy's employee discount is great.","The demographic I work in is very difficult to work with. Customers are deciding between buying food or a cell phone. It is hard to make the sale with them. They are usually ""just looking"" or only come during sales.",5,"Hubert Joly",CEO,3586,81,19
331519,"Basic Your Best Buy",www.bybb.com,"Consumer Electronics & Appliances Stores",8,https://media.glassdoor.com/sqll/331519/basic-your-best-buy-squarelogo-1426656079527.png,3.3,OK,3.5,3.3,3.1,3.1,2.9,0.5,6227543,"2015-03-30 19:05:40.153","Sales and Customer Service Representative Representative","Monroe; LA","Great start up job","Flexible schedule; good environment","No growth or advancement",4,"Steve Sutton",President/CEO,2,36,64
4175,"Best Buy Canada",www.bestbuycanadaltd.ca,"Consumer Electronics & Appliances Stores",344,https://media.glassdoor.com/sqll/4175/best-buy-canada-squarelogo.png,3.2,OK,3.2,2.9,3.1,3.1,3.1,0.6,9037610,"2015-12-30 19:01:12.757",Employee,,BBYM,"Good Employee Discount; Good Coworkers","Expectations are much higher compared to what should be expected.",4,"Ron Wilson","President and Chief Operating Officer",74,73,27
593947,"Best Buy for Business",www.bbfb.com,"Department; Clothing; & Shoe Stores",23,https://media.glassdoor.com/sqll/593947/best-buy-for-business-squarelogo.png,3.2,OK,3.9,3.1,3.1,3.2,3.5,0.6,8886723,"2015-12-10 19:40:37.16",Employee,,Sales,"Great benefits; amazing Corporate office with many amenities","Retail mindset; talent; and majority of sales reps from stores.  Still heavily focused on retail and transaction selling.  Too many barriers and retail culture overrides channel/B2B standard practices where competition has a huge advantage to win business and partake in channel/vendor perks.",4,--,--,--,--,--
541157,"Best Buys General Trading",www.woop.ae,"Department; Clothing; & Shoe Stores",2,,3.5,Satisfied,3.0,3.0,3.5,3.0,2.5,1.0,7211683,"2015-07-13 14:54:35.517","Sales Associate; Home Essentials Sales Associate","Indianapolis; IN","part-time at bestbuy","Discount on electronics meaning: chargers; cases and etc.","No hours if department does not hit budget/",4,--,--,--,--,--
515437,"Big Buy | Best Computer Store",www.bigbuy.in,"Department; Clothing; & Shoe Stores",2,,1,"Very Dissatisfied",3.0,2.0,1.0,2.0,2.0,0.0,9052799,"2016-01-02 12:35:53.037","Electronics Technician","Sugar Hill; GA","Electronics Tech","Fun place to work. Loved the employee discount!","Bad management; to many layoffs or stay with reduced pay tactics.",1,--,--,--,--,--
668650,"Best Buy Travel & Tour",bestbuytt.com,"Travel Agencies",1,,3,OK,3.0,3.0,3.0,3.0,2.0,1.0,2461194,"2013-03-14 01:37:37.673","Assistant Finance Officer","Karāchi (Pakistan)","Working in finance department right know and got good expertise in this department","Tourism is the good industry in Pakistan and has a huge return per annum so this is the reason that can be helpful for me to become enterprenure in Future.","There is no long term growth in future because it is an ""saith"" type of organization.",3,--,--,--,--,--
514144,"Cole's Best Buy Fireworks",,"Gift; Novelty & Souvenir Stores",1,,4,Satisfied,3.0,4.0,3.0,3.0,4.0,1.0,1583456,"2012-06-10 21:30:23.967","Sale's Associate",,"Pretty easy work; just on your feet at all times","-Easy Work; just sell and stock  -Very flexible hours  -Free Food and Firework Grand Finales at end of season","-Standing all day  -Seasonal  -Not a lot of hours as there's a lot of people working per season",4,"Elwin Cole",Owner,0,0,0
778659,"Best Buy Metals",www.bestbuymetals.com,"Home Centers & Hardware Stores",1,,5,"Very Satisfied",5.0,4.0,4.0,3.0,5.0,1.0,8886934,"2015-12-10 20:08:47.83",Employee,,Sales,"Family atmosphere at times; access to management.","Vision from management is limited. Sometimes no clear direction.",5,--,--,--,--,--

717,"Walt Disney Company",www.disney.com,"Motion Picture Production & Distribution",1488,https://media.glassdoor.com/sqll/717/disney-squarelogo.png,3.8,Satisfied,3.9,3.3,3.5,3.4,3.3,0.8,9021205,"2015-12-29 02:57:09.12",Employee,,"very fun experience","The aura is fun and loving. The colleagues were nice.","Learning curve is not steep enough",5,"Bob Iger","President; CEO; and Director",831,87,13
574719,"Disney Institute",www.disneyinstitute.com,"Education Training Services",4,https://media.glassdoor.com/sqll/574719/disney-institute-squarelogo-1429184827231.png,4.1,"Very Satisfied",3.8,3.4,3.5,3.5,3.9,0.6,4857050,"2014-08-27 06:16:26.067",Employee,"Celebration; FL","Great place to work; good work-life balance; empowered team who is truly passionate about the business and training","I look forward to coming to work each day; and feel my hard work and contributions are valued. We do work very hard; but work-life balance is also very important to this team (and is strongly supported from upper management). There is great respect among co-workers; people are valued for their expertise and what they bring to the table. All Cast Members; no matter their level; are provided tremendous training/personal growth/development opportunities to continue improving their personal skills and grow within the Walt Disney Company. My favorite part of working for Disney Institute  is the opportunity to teach other business professionals and organizations the very ""best of the best"" Disney business philosophies and practices to help them improve their own businesses. What an honor!","We do work very hard; and everyone has a lot on their plates. Inter-team/inter-departmental communication could always improve (but that's a reality in every organization).",5,--,--,--,--,--
13843,"Disney Parks & Resorts",home.disney.go.com/travel,"Museums; Zoos & Amusement Parks",1821,https://media.glassdoor.com/sqll/13843/disney-parks-and-resorts-squarelogo-1432918412488.png,3.7,Satisfied,4.1,3.2,3.3,3.5,3.2,0.8,9054096,"2016-01-02 16:53:19.47","Professional Intern","Norfolk; VA","Everything you would expect; and more.","Fantastic people and engaging work environment","If you're not a fan of energetic work environments; it's probably not for you",5,"Robert A. Iger",CEO,192,81,19
13320,"Disney Studios",disney.go.com/disneypictures,"Motion Picture Production & Distribution",128,https://media.glassdoor.com/sqll/13320/disney-studios-squarelogo.png,3.1,OK,3.1,2.6,3.1,2.7,3.1,0.6,8788793,"2015-12-01 08:40:17.697","Manager; BVI","Burbank; CA","Motion Pictures Group","There is immediate access to the industry's top talent and wide exposure with a huge upside for professional growth and development.","Studio politics often makes decision making a slow process.  Thinking outside the box and taking calculated risks seem to be non-existent in this studio culture.",4,"Robert A. Iger","Chairman & CEO",36,81,19
139084,"Walt Disney Imagineering",www.disneyimaginations.com,"Architectural & Engineering Services",66,https://media.glassdoor.com/sqll/139084/walt-disney-imagineering-squarelogo-1384798619054.png,3.9,Satisfied,3.9,3.1,3.6,3.4,3.4,0.8,8637791,"2015-11-13 15:22:50.99","Attraction Superintendent","Glendale; CA","Attraction Superintendent","Plenty of work future and present","Takes a certain criteria to become full time Disney",4,"Bruce Vaughn","Chief Creative Executive",36,88,12
17212,"Walt Disney Animation Studios",www.disneyanimation.com,"Motion Picture Production & Distribution",43,https://media.glassdoor.com/sqll/17212/walt-disney-animation-studios-squarelogo.png,3.9,Satisfied,4.2,3.5,3.9,3.5,3.6,0.8,8958738,"2015-12-19 02:26:59.117","CG Animator","Burbank; CA","Best People on Earth","Sounded by the most talented people in the industry ; fun environment ; a lot of  free stuff "" coffee; cereal; fruits; DVDs ;books ;Disney Land; Disney store discounts ; and so on ....    :)  every day you can see and touch the history of Disney .","maybe it get a little bit crazy during OT but Supervisors and Department heads they always find away to make fun",5,"Ed Catmull","President; Pixar and Disney Animation",23,98,2
540738,"Swan and Dolphin Resort",www.swananddolphin.com,"Hotels; Motels; & Resorts",27,https://media.glassdoor.com/sqll/540738/swan-and-dolphin-resort-squarelogo.png,3,OK,3.6,3.0,3.1,2.9,3.3,0.7,8489645,"2015-10-30 15:21:01.647","Recreation Attendant","Orlando; FL","Recreation Attendant","Easy job; good hours; okay pay($8.25).","Not to many just some drama; because we were all college kids so.",5,"Paul Scott","General Manager",10,23,77
343422,"Shades of Green",www.shadesofgreen.org,"Hotels; Motels; & Resorts",7,https://media.glassdoor.com/sqll/343422/shades-of-green-squarelogo.png,2.9,OK,2.0,2.4,3.1,1.6,3.3,0.3,2544799,"2013-04-09 09:56:17.257","Front Desk Agent","Lake Buena Vista; FL","Not the best but not the worst","Great clients and atmosphere. It is a beautiful resort with some great benefits.","Supervisors do not really help and upper management is non existent in everyday operations.",3,--,--,--,--,--
833165,"Walt Disney Family Museum",www.waltdisney.org,"Museums; Zoos & Amusement Parks",4,,3.7,Satisfied,3.7,3.0,3.6,3.0,3.7,0.7,7351792,"2015-07-25 18:18:24.113",Employee,"Oakland; CA","Collections Management Intern","Great collections team: warm; welcoming and knowledgable.  Demonstrated commitment to museum best practice in object handling; storage and display.  Well-organized work environment.   Great museum to learn and observe proper museum practice.   Beautiful location.","Location is a bit out of the way for the average commuter.",5,"Kirsten Komoroske","Executive Director",2,50,50
178681,"Walt Disney Studios Fire Department",,"Municipal Governments",0,,0,"Not Applicable",0.0,0.0,0.0,0.0,0.0,0.0,--,--,--,--,--,--,--,--,--,--,--,--,--

8355,"CHS Inc",www.chsinc.com,"Farm Support Services",49,https://media.glassdoor.com/sqll/8355/chs-inc-squarelogo.png,3.8,Satisfied,3.6,3.2,3.5,3.3,3.4,0.8,9046179,"2016-01-01 10:01:54.21",Employee,,"Awesome place to work","Its fun and very learning full","No cons at all",5,"Carl M. Casale","President and CEO",16,100,0
1548,"Community Health Systems",www.chs.net,"Health Care Services & Hospitals",397,https://media.glassdoor.com/sqll/1548/community-health-systems-squarelogo.png,2.6,OK,2.4,2.2,2.6,2.6,2.6,0.4,8931992,"2015-12-16 05:44:04.463","Senior Contract Management Analyst","Franklin; TN","Contract Management Analyst","They have an awesome work life balance and a very aggressive bonus incentive package. With a wealth of career opportunities for uniquely skilled employees.","Because the department was initially a Pilot and is still fairly new(2years); more contract management staff is greatly needed. Although the bonus structure is phenomenal; the base salary package for the position must greatly be restructured due to the additional skill set that is necessary to perform the job. That is the downside of being a Pilot department without a cohesive plan for review; and possible  salary restructure after a set period of time in which the department has been operational.",5,"Wayne T. Smith","Chairman; President and CEO",180,51,49
337960,"Comprehensive Health Services",www.chsmedical.com,"Health Care Services & Hospitals",42,https://media.glassdoor.com/sqll/337960/comprehensive-health-services-squarelogo.png,2.9,OK,2.9,2.8,3.3,2.9,3.2,0.5,8654631,"2015-11-16 04:46:18.777","Finance Administrator","Herndon; VA","Finance Administrator","Good company to work for when they have sufficient contracts. Fast pace friendly coworkers. At my experience in management team was fair","One of the main downfalls to working for comprehensive health services is possible layoffs. If one of their contracts expired or if that contract was lost it will affect many employees at conference of health services",3,"Mel Hall","Chairman and Chief Executive Officer",25,49,51
18366,"Catholic Health Services of Long Island",www.chsli.org,"Health Care Services & Hospitals",36,https://media.glassdoor.com/sqll/18366/catholic-health-services-of-long-island-squarelogo-1423745390279.png,2.6,OK,2.8,1.8,3.0,2.3,2.7,0.4,8886169,"2015-12-10 18:22:17.93",Employee,,"Lots of changes in a hard environment","Good benefits and great co workers.  The food is good.  Steady work if you want it.  Postive place to work and rewarding in helping others in time of need.","High turnover due to healthcare cuts.  AS with any healthcare facility the hours can be crazy. Benefits cost keep rising year after year.  High stress. Low pay as with any healthcare job.  Not much room for advancement.",3,"Alan D. Guerci; MD","President and CEO",6,64,36
423804,CHS,www.chsnc.org,"Social Assistance",28,https://media.glassdoor.com/sqll/423804/chs-squarelogo-1425287385654.png,2.9,OK,2.9,2.5,3.0,2.9,2.9,0.4,9035063,"2015-12-30 12:28:43.407","Systems Analyst","Franklin; TN","IT Analyst","Flexible work hours/Benefits/Company Stability/High Level of Professionalism/High Appreciation for work completed/Yearly percentage raises/large Fortune 500 company","No Bonus structure/Lack of longevity among your co-workers",4,--,--,--,--,--
681738,"Community Health Solutions of America",www.chsamerica.com,"Health Care Services & Hospitals",14,https://media.glassdoor.com/sqll/681738/community-health-solutions-of-america-squarelogo-1443182525749.png,3,OK,2.7,2.8,3.0,2.7,3.4,0.5,8576230,"2015-11-08 04:06:35.153",N/A,"Saint Petersburg; FL","A lot of positive change in the last year","CHS and its other companies are a great organization to work for. The previous executive team was mostly replaced in 2014 and 2015 by positive leadership who are focusing on making the companies grow again. We are ending the year on a high note with several new programs in place and new business opportunities coming up. Although everyone works really really; it is exciting and full of opportunity. There are some really talented people working at CHS.","Because CHS is growing; everyone works hard. It can be difficult sometimes.",5,"Dale Schmidt",CEO,7,43,57
425064,"Creative Health Solutions",www.creativehealth-solutions.com,"Health Care Services & Hospitals",8,https://media.glassdoor.com/sqll/425064/chs-squarelogo.png,3.4,OK,3.9,3.1,3.8,3.3,3.9,1.0,8779243,"2015-11-30 11:01:55.647",OTR,"Zionsville; IN","great place to work","An interesting variety of patients to work with.  Great staff; flexible hours","fluctuating census makes consistency with work unpredictable  at times.",5,"Jeff Clayton",CEO,5,100,0
569093,CHS,www.chs-travel.com,"Travel Agencies",4,,3.2,OK,2.9,2.6,3.0,2.7,2.7,0.7,6764829,"2015-06-01 13:35:13.883",Employee,"Innsbruck (Austria)","Manager in Ferienanlage","Der Job selbst fühlt sich wie bezahlter Urlaub an! Als sporadischer Job für Studenten ist es super.  Vorteile: neue Örtlichkeiten entdecken (Ferienanlage in den Bergen); interessante Leute treffen (Ortsansässige und Kunden); lernen Partys zu organisieren; Erfahrungen machen im Leute handlen; Erfahrung in der Fehlersuche sammeln; entdecken wie man mit stressigen Situationen angeht.","Der Job hat den ganzen Tag meine Aufmerksamkeit verlangt; je nach Dimension des auftretenden Problems kann es stressig werden; er verlangt eine „dicke Haut“; da man der Beschuldigte ist; wenn etwas schief läuft; aber auf der anderen Seite ist die eigene Position im Unternehmen nicht hoch genug; um die Probleme wirklich selber angehen zu können.",4,--,--,--,--,--
600472,"Chicago Heights Steel",www.chs.com,"Metal & Mineral Manufacturing",3,,2.9,OK,2.9,2.0,3.3,2.9,3.7,1.0,7530674,"2015-08-10 19:04:49.92",Employee,,employee,"Pretty good pay and ok benefits.","Lack.of.promotion.   Upper management",3,"Bradley R. Corral",President,1,100,0
762860,"Community Health Systems",www.chs.net,"Health Care Services & Hospitals",3,,2.7,OK,3.6,3.2,3.2,3.6,3.6,0.0,6788573,"2015-06-03 10:21:12.583","Billing Manager",,"Billin Manager","Loved my job; supervising staff and training staff.","I was terminated for something that was a pure miscommunication concerning someone leaving early for the day.",5,"Wayne T. Smith","Chairman & CEO",0,0,0

634,Sysco,www.sysco.com,Wholesale,532,https://media.glassdoor.com/sqll/634/sysco-squarelogo-1404942242674.png,3.1,OK,2.8,2.7,3.3,3.1,2.6,0.6,9034063,"2015-12-30 10:59:23.18","Team Lead","Katy; TX","Team Lead","Lots of career opportunities at Sysco!","Lots of change in many areas; all at the same time.",5,"Bill DeLaney","President & CEO",211,75,25
498967,"Sysco Canada",www.sysco.ca,"Building & Personnel Services",23,https://media.glassdoor.com/sqll/498967/sysco-canada-squarelogo.png,3.5,Satisfied,3.0,3.0,3.7,3.4,2.8,0.5,8528230,"2015-11-03 17:19:48.473","AZ Delivery Driver","Toronto; ON (Canada)","You can make enough money but Not a good money is hard Money","Hand bone 9 hours in 10 hours ; one hour jobs they giving only 40 minutes; none stop no break or stop till you clean up all tailer.","Narrow downstairs or 20 steps upstairs. Very Physical damaging. 8-10 pilots everyday but have separating every single pilots to finds the right product to delivery at less time 10-15 minutes find the product but only giving you 30-40 to delivery 40 pcs.",5,"Randy White","President & CEO",6,60,40
19883,"SYSCO Food Services of Houston",www.sysco.com,Wholesale,20,https://media.glassdoor.com/sqll/19883/sysco-food-services-of-houston-squarelogo-1424096753233.png,3.4,OK,3.4,3.1,3.7,3.2,3.3,0.5,8384424,"2015-10-21 13:51:56.797","Sales Associate","Minneapolis; MN",Saleman,"Positive intuitive training.    Leadership with interests in All levels of operations.","Low profit margins.  Multiple Competitors undercutting each other.",4,"W. Keith Miller","President and CEO",6,84,16
18873,"SYSCO Food Services of San Francisco",www.syscosf.com,Wholesale,13,https://media.glassdoor.com/sqll/18873/sysco-food-services-of-san-francisco-squarelogo.png,2.5,OK,1.6,1.9,3.1,2.4,2.6,0.2,6472109,"2015-04-29 12:58:02.22","Truck Driver","Fremont; CA","Great company.","Career advancement opportunities and the benefits are awesome.","Relationship between the union and management.",4,"Bruce V. Luong",President,6,15,85
24072,"SYSCO Food Services of Los Angeles",www.syscola.com,Wholesale,12,https://media.glassdoor.com/sqll/24072/sysco-food-services-of-los-angeles-squarelogo-1424956239868.png,2.8,OK,2.3,2.6,3.2,2.8,2.0,0.5,9023735,"2015-12-29 09:37:24.22",Employee,,"category planner","great company to work for","the amount of nepotism there is",4,"Daniel S. Haag","President and CEO",7,42,58
1462,"Guest Supply",www.guestsupply.com,"Consumer Products Manufacturing",11,https://media.glassdoor.com/sqll/1462/guest-supply-squarelogo.png,3.6,Satisfied,3.5,3.0,3.7,3.3,3.6,0.7,8903869,"2015-12-13 06:50:27.87","Territory Manager","Lynchburg; VA","Territory Manager","Great opportunity; protected territory; working in the hospitality industry directly with decision makers","Training could be better; sometimes long hours.",4,"Cliff Stanley","President and CEO",4,100,0
259774,"Sysco Asian Foods",www.asianfoods.com,"Food & Beverage Manufacturing",10,https://media.glassdoor.com/sqll/259774/sysco-asian-foods-squarelogo.png,2.2,Dissatisfied,1.6,1.7,2.6,1.9,2.3,0.0,4215551,"2014-05-13 05:09:05.753",Employee,,"Decent and Fair","The majority of my work experience and skill acquisition happened here. They provided solid; secure employment during the recession. They downsized only a handful of positions during that time. They focused on maintaining good workers. They operate with the idea that there is such a thing as a warehouse professional. Good work/life balance.","They get leaner with each passing year; a little too much. Compensation got smaller; benefits got worse. Opportunities for advancement are REALLY slim.",3,"Kevin A. Berg","President & CEO",3,37,63
